doctor_id,department,specialization,experience_years
5890,Neurology,Pediatrics,20
5891,Neurology,Oncology,13
5892,Pediatrics,Oncology,11
5893,Cardiology,General,34
5894,Neurology,Cardiology,2
5895,Orthopedics,General,20
5896,Oncology,Cardiology,12
5897,General,General,17
5898,Neurology,Oncology,39
5899,Neurology,Orthopedics,15
5900,Cardiology,General,37
5901,Cardiology,Neurology,39
5902,Cardiology,Cardiology,35
5903,Neurology,Cardiology,35
5904,Cardiology,Orthopedics,12
5905,General,Neurology,25
5906,Cardiology,General,11
5907,Cardiology,Orthopedics,25
5908,Neurology,Pediatrics,12
5909,Cardiology,Oncology,32
5910,Orthopedics,Pediatrics,18
5911,Cardiology,Cardiology,2
5912,Orthopedics,Orthopedics,5
5913,Neurology,Cardiology,16
5914,Oncology,Oncology,6
5915,Oncology,Orthopedics,27
5916,Oncology,Pediatrics,2
5917,Oncology,Orthopedics,10
5918,General,Oncology,28
5919,General,Oncology,4
5920,Neurology,Oncology,22
5921,Neurology,Cardiology,20
5922,Cardiology,General,8
5923,Oncology,Oncology,4
5924,Pediatrics,Oncology,14
5925,Pediatrics,Cardiology,18
5926,Neurology,Pediatrics,20
5927,Cardiology,Oncology,15
5928,Oncology,Orthopedics,21
5929,General,Oncology,26
5930,Cardiology,Oncology,9
5931,Cardiology,Cardiology,30
5932,General,Cardiology,29
5933,Oncology,Oncology,37
5934,Orthopedics,General,2
5935,Neurology,Oncology,27
5936,Oncology,Oncology,8
5937,Oncology,Pediatrics,21
5938,Orthopedics,Cardiology,26
5939,Orthopedics,General,30
5940,General,Cardiology,20
5941,General,General,16
5942,Neurology,Oncology,32
5943,Oncology,Oncology,11
5944,General,Oncology,34
5945,General,Cardiology,35
5946,Cardiology,Oncology,4
5947,Cardiology,Oncology,17
5948,Cardiology,Cardiology,27
5949,Pediatrics,Oncology,19
5950,Oncology,Orthopedics,7
5951,General,Neurology,19
5952,Orthopedics,General,20
5953,Pediatrics,Orthopedics,30
5954,Orthopedics,Neurology,13
5955,General,General,3
5956,Orthopedics,General,20
5957,Orthopedics,Oncology,19
5958,Neurology,Oncology,36
5959,Orthopedics,Cardiology,1
5960,Oncology,Oncology,3
5961,Neurology,Oncology,1
5962,Orthopedics,Cardiology,8
5963,General,Neurology,2
5964,Pediatrics,Neurology,39
5965,General,Pediatrics,15
5966,Pediatrics,Cardiology,21
5967,Oncology,Oncology,23
5968,Neurology,Oncology,6
5969,Orthopedics,Oncology,38
5970,Neurology,Orthopedics,24
5971,Oncology,General,1
5972,Oncology,Pediatrics,7
5973,Neurology,Neurology,28
5974,Pediatrics,Cardiology,21
5975,Oncology,Neurology,5
5976,Neurology,General,5
5977,Pediatrics,Neurology,33
5978,Cardiology,General,19
5979,Pediatrics,General,19
5980,Cardiology,Oncology,31
5981,Pediatrics,Neurology,24
5982,Oncology,Cardiology,27
5983,Oncology,General,11
5984,Orthopedics,Pediatrics,6
5985,Cardiology,Orthopedics,39
5986,Cardiology,Oncology,32
5987,General,General,25
5988,Neurology,General,11
5989,General,Pediatrics,39
5990,Cardiology,Oncology,16
5991,General,Oncology,4
5992,Pediatrics,Orthopedics,2
5993,Cardiology,Neurology,39
5994,Pediatrics,Pediatrics,34
5995,Pediatrics,Neurology,21
5996,Cardiology,Neurology,28
5997,Neurology,Cardiology,31
5998,Orthopedics,Cardiology,1
5999,Neurology,Neurology,26
6000,General,General,12
6001,General,Oncology,14
6002,Oncology,Orthopedics,32
6003,Oncology,Neurology,35
6004,Pediatrics,Orthopedics,36
6005,Neurology,Pediatrics,22
6006,Pediatrics,Neurology,24
6007,Cardiology,Pediatrics,2
6008,Oncology,Cardiology,17
6009,Oncology,Neurology,23
6010,Cardiology,Orthopedics,2
6011,Oncology,Cardiology,39
6012,Pediatrics,Cardiology,29
6013,Neurology,Pediatrics,29
6014,General,Orthopedics,20
6015,General,Cardiology,6
6016,Neurology,Orthopedics,2
6017,Orthopedics,Orthopedics,3
6018,Orthopedics,Pediatrics,6
6019,Orthopedics,Orthopedics,35
6020,Orthopedics,Cardiology,32
6021,General,Neurology,16
6022,Pediatrics,Cardiology,36
6023,Orthopedics,Neurology,36
6024,Neurology,General,13
6025,General,Orthopedics,11
6026,General,Cardiology,8
6027,Neurology,Pediatrics,11
6028,General,Oncology,21
6029,General,General,30
6030,Cardiology,Neurology,4
6031,Neurology,Neurology,17
6032,General,Neurology,20
6033,Cardiology,General,39
6034,Orthopedics,General,38
6035,Pediatrics,Neurology,12
6036,Cardiology,Orthopedics,8
6037,Pediatrics,Orthopedics,7
6038,Cardiology,General,24
6039,Orthopedics,Orthopedics,10
6040,Orthopedics,Cardiology,11
6041,General,Neurology,10
6042,Oncology,Neurology,3
6043,Pediatrics,Oncology,30
6044,Cardiology,General,20
6045,Orthopedics,Neurology,11
6046,Cardiology,Orthopedics,39
6047,General,Oncology,3
6048,Pediatrics,Pediatrics,3
6049,Orthopedics,Pediatrics,21
6050,Neurology,Cardiology,13
6051,Cardiology,Orthopedics,10
6052,Oncology,General,32
6053,Pediatrics,Pediatrics,30
6054,General,Orthopedics,35
6055,Neurology,Orthopedics,12
6056,Neurology,Pediatrics,26
6057,Neurology,Oncology,35
6058,Orthopedics,Neurology,1
6059,Orthopedics,Orthopedics,9
6060,General,Pediatrics,8
6061,Oncology,Pediatrics,8
6062,General,General,28
6063,General,Neurology,23
6064,Cardiology,Pediatrics,14
6065,General,General,24
6066,Orthopedics,Cardiology,30
6067,Neurology,Pediatrics,1
6068,Cardiology,Orthopedics,33
6069,Neurology,Cardiology,9
6070,Oncology,Oncology,12
6071,Neurology,Neurology,18
6072,Pediatrics,Oncology,27
6073,General,General,1
6074,Pediatrics,Orthopedics,7
6075,Oncology,Oncology,18
6076,Orthopedics,Oncology,8
6077,Cardiology,Oncology,11
6078,Neurology,Pediatrics,30
6079,Cardiology,Pediatrics,9
6080,Orthopedics,Neurology,11
6081,Cardiology,Orthopedics,23
6082,Oncology,General,6
6083,Cardiology,General,26
6084,Cardiology,Pediatrics,30
6085,General,Orthopedics,8
6086,Oncology,Neurology,34
6087,General,General,16
6088,Neurology,Orthopedics,27
6089,Neurology,Orthopedics,25
6090,Pediatrics,Cardiology,37
6091,Pediatrics,Neurology,14
6092,Neurology,General,25
6093,Neurology,Cardiology,14
6094,Pediatrics,General,22
6095,General,Orthopedics,22
6096,Pediatrics,Orthopedics,8
6097,Oncology,Cardiology,19
6098,Pediatrics,Pediatrics,28
6099,Cardiology,Orthopedics,36
6100,Orthopedics,Neurology,29
6101,Pediatrics,General,21
6102,Pediatrics,Pediatrics,25
6103,Cardiology,Cardiology,3
6104,Pediatrics,Neurology,27
6105,Cardiology,Oncology,4
6106,Oncology,Neurology,1
6107,Orthopedics,Pediatrics,9
6108,Neurology,Oncology,7
6109,Oncology,General,36
6110,Neurology,Pediatrics,29
6111,Pediatrics,Pediatrics,29
6112,Neurology,General,38
6113,Cardiology,Neurology,11
6114,Cardiology,Neurology,27
6115,Oncology,Cardiology,19
6116,Oncology,Orthopedics,31
6117,Neurology,Pediatrics,39
6118,Neurology,Cardiology,29
6119,Pediatrics,Orthopedics,21
6120,Cardiology,Cardiology,27
6121,Cardiology,Orthopedics,10
6122,Pediatrics,Oncology,39
6123,Orthopedics,Cardiology,22
6124,Oncology,Orthopedics,9
6125,Orthopedics,Orthopedics,38
6126,Neurology,Orthopedics,34
6127,Cardiology,Neurology,16
6128,Neurology,Orthopedics,28
6129,Pediatrics,Pediatrics,6
6130,Neurology,Neurology,15
6131,Pediatrics,Pediatrics,12
6132,Oncology,General,39
6133,Pediatrics,Cardiology,27
6134,Cardiology,General,2
6135,Orthopedics,Neurology,21
6136,Orthopedics,Pediatrics,25
6137,Pediatrics,Neurology,14
6138,Pediatrics,Cardiology,10
6139,General,Orthopedics,23
6140,Neurology,Pediatrics,19
6141,Orthopedics,Orthopedics,6
6142,Neurology,General,19
6143,General,Pediatrics,3
6144,Neurology,Pediatrics,19
6145,Cardiology,General,15
6146,Pediatrics,Pediatrics,39
6147,Orthopedics,Pediatrics,23
6148,Neurology,Cardiology,20
6149,Neurology,Pediatrics,22
6150,Cardiology,Oncology,24
6151,Oncology,General,29
6152,Cardiology,General,37
6153,Oncology,Orthopedics,27
6154,General,Neurology,7
6155,Oncology,Orthopedics,22
6156,General,Pediatrics,38
6157,Orthopedics,Cardiology,20
6158,Pediatrics,General,5
6159,Cardiology,Orthopedics,11
6160,General,Cardiology,9
6161,Pediatrics,General,20
6162,Neurology,General,34
6163,Neurology,Oncology,16
6164,Oncology,Oncology,18
6165,Orthopedics,General,33
6166,Cardiology,Pediatrics,29
6167,Neurology,Cardiology,7
6168,Neurology,Oncology,32
6169,Cardiology,Pediatrics,28
6170,Neurology,Pediatrics,7
6171,Orthopedics,Cardiology,22
6172,Oncology,Oncology,28
6173,General,Oncology,29
6174,Neurology,Pediatrics,16
6175,Orthopedics,Cardiology,28
6176,Neurology,Cardiology,39
6177,Pediatrics,Orthopedics,28
6178,Orthopedics,Cardiology,4
6179,Neurology,Cardiology,9
6180,Neurology,Orthopedics,7
6181,Orthopedics,Oncology,9
6182,Pediatrics,General,10
6183,Neurology,Oncology,6
6184,General,General,34
6185,Cardiology,Orthopedics,12
6186,Neurology,Cardiology,38
6187,Neurology,Cardiology,11
6188,Neurology,General,30
6189,Orthopedics,Cardiology,2
6190,Pediatrics,Pediatrics,7
6191,General,Pediatrics,32
6192,Orthopedics,Oncology,25
6193,Oncology,Orthopedics,7
6194,Pediatrics,Neurology,35
6195,Orthopedics,General,37
6196,Cardiology,Cardiology,24
6197,Orthopedics,Cardiology,30
6198,General,Cardiology,8
6199,Neurology,Orthopedics,17
6200,Cardiology,Neurology,14
6201,Pediatrics,Cardiology,6
6202,Orthopedics,Neurology,14
6203,Orthopedics,Orthopedics,26
6204,General,Pediatrics,27
6205,Orthopedics,Cardiology,23
6206,General,Cardiology,11
6207,Orthopedics,Pediatrics,14
6208,Pediatrics,Orthopedics,3
6209,General,Neurology,5
6210,Cardiology,Orthopedics,21
6211,Oncology,Orthopedics,35
6212,Orthopedics,Orthopedics,15
6213,Cardiology,General,8
6214,Orthopedics,Orthopedics,34
6215,General,Neurology,17
6216,Orthopedics,Orthopedics,1
6217,Oncology,Neurology,31
6218,Cardiology,Pediatrics,26
6219,Pediatrics,Oncology,15
6220,Oncology,Pediatrics,11
6221,Cardiology,Pediatrics,37
6222,General,Neurology,35
6223,Neurology,Cardiology,19
6224,Neurology,Neurology,16
6225,Neurology,Cardiology,16
6226,Pediatrics,Cardiology,19
6227,Orthopedics,Oncology,27
6228,Pediatrics,General,33
6229,Pediatrics,Neurology,38
6230,Neurology,Pediatrics,8
6231,Pediatrics,Oncology,12
6232,Pediatrics,Neurology,32
6233,Orthopedics,General,8
6234,Neurology,Oncology,31
6235,Cardiology,Neurology,6
6236,General,Cardiology,8
6237,Neurology,General,18
6238,Orthopedics,Neurology,4
6239,Cardiology,Orthopedics,18
6240,Pediatrics,Pediatrics,35
6241,General,General,17
6242,Cardiology,Neurology,31
6243,Pediatrics,Pediatrics,29
6244,Neurology,General,7
6245,Pediatrics,Orthopedics,17
6246,Pediatrics,Neurology,24
6247,Pediatrics,Pediatrics,2
6248,Pediatrics,Orthopedics,13
6249,Orthopedics,General,10
6250,Oncology,Orthopedics,5
6251,Pediatrics,Cardiology,2
6252,Orthopedics,Orthopedics,16
6253,Orthopedics,General,29
6254,Oncology,Oncology,30
6255,Orthopedics,Neurology,9
6256,Pediatrics,General,34
6257,Cardiology,Orthopedics,19
6258,Orthopedics,Pediatrics,35
6259,Neurology,General,34
6260,Oncology,Neurology,13
6261,Pediatrics,Orthopedics,23
6262,Orthopedics,Pediatrics,35
6263,Pediatrics,Cardiology,30
6264,Orthopedics,Pediatrics,25
6265,Cardiology,Cardiology,31
6266,Cardiology,Cardiology,22
6267,Pediatrics,Oncology,31
6268,Cardiology,Neurology,19
6269,Orthopedics,General,36
6270,Orthopedics,Oncology,35
6271,Orthopedics,Pediatrics,26
6272,Neurology,Neurology,4
6273,Neurology,Neurology,15
6274,Orthopedics,Oncology,31
6275,Neurology,Oncology,33
6276,General,Cardiology,7
6277,Neurology,General,14
6278,Oncology,Cardiology,31
6279,Neurology,Orthopedics,1
6280,Oncology,Cardiology,27
6281,Neurology,Neurology,7
6282,Orthopedics,Pediatrics,19
6283,Pediatrics,Neurology,33
6284,Cardiology,Oncology,25
6285,Pediatrics,Neurology,26
6286,Pediatrics,Pediatrics,29
6287,Oncology,Cardiology,3
6288,Cardiology,General,1
6289,Cardiology,Neurology,39
6290,General,Oncology,36
6291,Cardiology,Orthopedics,26
6292,Pediatrics,Pediatrics,14
6293,General,General,8
6294,Neurology,Oncology,15
6295,General,Cardiology,11
6296,Orthopedics,General,29
6297,Pediatrics,General,39
6298,Oncology,Cardiology,29
6299,Orthopedics,Cardiology,7
6300,Cardiology,Oncology,13
6301,Neurology,Orthopedics,23
6302,General,Pediatrics,20
6303,Orthopedics,Oncology,1
6304,Pediatrics,Orthopedics,11
6305,Neurology,General,14
6306,Cardiology,Oncology,34
6307,Neurology,Orthopedics,5
6308,Neurology,Neurology,20
6309,General,Oncology,9
6310,Orthopedics,Orthopedics,7
6311,Cardiology,General,17
6312,Oncology,Pediatrics,22
6313,Neurology,Cardiology,1
6314,Neurology,Neurology,32
6315,Pediatrics,Neurology,17
6316,General,Cardiology,31
6317,Cardiology,Neurology,16
6318,Pediatrics,Pediatrics,38
6319,Cardiology,Neurology,20
6320,Cardiology,Oncology,7
6321,Orthopedics,Oncology,23
6322,General,Neurology,16
6323,Orthopedics,Cardiology,17
6324,Oncology,Cardiology,39
6325,Orthopedics,Pediatrics,28
6326,Pediatrics,Cardiology,35
6327,Pediatrics,Pediatrics,23
6328,Pediatrics,Pediatrics,24
6329,Oncology,Neurology,23
6330,Pediatrics,Cardiology,26
6331,Pediatrics,Oncology,27
6332,Orthopedics,Oncology,13
6333,Neurology,General,28
6334,General,Pediatrics,36
6335,Orthopedics,Pediatrics,7
6336,Oncology,Oncology,23
6337,Neurology,Pediatrics,37
6338,Pediatrics,Pediatrics,14
6339,Oncology,Neurology,7
6340,Orthopedics,Pediatrics,3
6341,Oncology,Pediatrics,31
6342,Pediatrics,Oncology,19
6343,Pediatrics,Neurology,21
6344,Pediatrics,Oncology,32
6345,General,Oncology,36
6346,Oncology,Cardiology,2
6347,Pediatrics,Cardiology,12
6348,Oncology,Oncology,18
6349,Neurology,Pediatrics,8
6350,Pediatrics,Pediatrics,26
6351,Orthopedics,Pediatrics,30
6352,Pediatrics,Orthopedics,22
6353,General,Cardiology,5
6354,Pediatrics,Oncology,29
6355,Orthopedics,General,33
6356,Oncology,Orthopedics,10
6357,Oncology,Cardiology,18
6358,Cardiology,Neurology,27
6359,Oncology,Pediatrics,34
6360,Pediatrics,General,14
6361,Pediatrics,Oncology,8
6362,Oncology,Cardiology,17
6363,Orthopedics,Pediatrics,28
6364,Pediatrics,Cardiology,27
6365,Pediatrics,Neurology,30
6366,General,Neurology,2
6367,Orthopedics,Orthopedics,5
6368,General,Pediatrics,25
6369,General,Oncology,7
6370,Neurology,Neurology,37
6371,Cardiology,General,10
6372,Oncology,Orthopedics,20
6373,Pediatrics,Cardiology,22
6374,Pediatrics,General,8
6375,Cardiology,Pediatrics,21
6376,Orthopedics,Orthopedics,33
6377,Cardiology,Oncology,5
6378,Pediatrics,Cardiology,27
6379,Neurology,Neurology,25
6380,Orthopedics,General,27
6381,Oncology,General,23
6382,Orthopedics,Oncology,8
6383,Cardiology,Pediatrics,29
6384,General,General,25
6385,Orthopedics,Pediatrics,10
6386,Pediatrics,Oncology,11
6387,Neurology,Neurology,11
6388,General,Orthopedics,4
6389,Orthopedics,Neurology,17
6390,Oncology,Orthopedics,31
6391,General,Pediatrics,5
6392,Cardiology,General,30
6393,Neurology,Cardiology,25
6394,Oncology,Neurology,6
6395,General,Oncology,3
6396,Oncology,Orthopedics,39
6397,Orthopedics,Orthopedics,28
6398,Oncology,Orthopedics,13
6399,Pediatrics,Neurology,33
6400,Pediatrics,Neurology,35
6401,Neurology,Orthopedics,15
6402,Cardiology,Oncology,31
6403,Cardiology,Pediatrics,37
6404,Pediatrics,Cardiology,19
6405,Orthopedics,Cardiology,9
6406,Cardiology,Pediatrics,9
6407,Orthopedics,Orthopedics,35
6408,Orthopedics,Orthopedics,33
6409,Oncology,Pediatrics,5
6410,Cardiology,Pediatrics,19
6411,General,Neurology,33
6412,Cardiology,Oncology,17
6413,Orthopedics,Pediatrics,9
6414,Oncology,General,1
6415,Neurology,Pediatrics,9
6416,Neurology,Neurology,22
6417,Neurology,Oncology,28
6418,Orthopedics,Cardiology,32
6419,Pediatrics,Neurology,29
6420,Pediatrics,Cardiology,20
6421,Pediatrics,Pediatrics,35
6422,Neurology,Neurology,38
6423,General,Orthopedics,39
6424,General,Pediatrics,27
6425,Oncology,Cardiology,19
6426,General,Orthopedics,22
6427,Orthopedics,Pediatrics,1
6428,Orthopedics,Oncology,14
6429,Cardiology,Cardiology,7
6430,Pediatrics,Orthopedics,10
6431,General,General,39
6432,Pediatrics,Orthopedics,6
6433,Oncology,General,28
6434,Orthopedics,Cardiology,32
6435,General,Neurology,27
6436,Orthopedics,Orthopedics,22
6437,Pediatrics,Cardiology,7
6438,General,Orthopedics,6
6439,Neurology,Cardiology,31
6440,Cardiology,Orthopedics,13
6441,Oncology,General,2
6442,Neurology,Orthopedics,4
6443,Pediatrics,General,39
6444,General,Cardiology,3
6445,Cardiology,Oncology,35
6446,Neurology,Oncology,30
6447,Cardiology,Neurology,25
6448,Pediatrics,Pediatrics,9
6449,Neurology,General,3
6450,Pediatrics,General,2
6451,Oncology,Oncology,36
6452,Neurology,Pediatrics,20
6453,General,Neurology,29
6454,Cardiology,Orthopedics,10
6455,Pediatrics,General,17
6456,Pediatrics,Cardiology,29
6457,Cardiology,Cardiology,30
6458,Orthopedics,Oncology,13
6459,Oncology,Oncology,11
6460,Cardiology,Orthopedics,5
6461,Pediatrics,Neurology,19
6462,General,Cardiology,7
6463,Neurology,Pediatrics,29
6464,General,General,22
6465,Cardiology,Oncology,23
6466,Neurology,Orthopedics,19
6467,Oncology,Orthopedics,20
6468,Neurology,Oncology,18
6469,Pediatrics,Orthopedics,31
6470,Neurology,Oncology,8
6471,Oncology,Orthopedics,32
6472,Cardiology,General,15
6473,General,General,15
6474,Neurology,Neurology,26
6475,Orthopedics,Pediatrics,14
6476,Cardiology,Oncology,8
6477,General,General,17
6478,Oncology,General,6
6479,Neurology,General,37
6480,Orthopedics,General,32
6481,Orthopedics,Pediatrics,36
6482,Pediatrics,Orthopedics,34
6483,Cardiology,Cardiology,14
6484,General,Cardiology,35
6485,General,Neurology,27
6486,General,Oncology,17
6487,General,Pediatrics,3
6488,Orthopedics,Orthopedics,28
6489,General,Neurology,12
6490,Oncology,Orthopedics,30
6491,Pediatrics,Pediatrics,1
6492,Oncology,Pediatrics,15
6493,Neurology,Cardiology,21
6494,Neurology,General,8
6495,Neurology,Cardiology,25
6496,Oncology,Orthopedics,21
6497,Orthopedics,General,24
6498,Neurology,Cardiology,34
6499,Neurology,General,37
6500,Oncology,Cardiology,34
6501,Pediatrics,Cardiology,18
6502,General,General,33
6503,Oncology,Orthopedics,1
6504,General,General,11
6505,Cardiology,Neurology,8
6506,Neurology,Pediatrics,33
6507,Pediatrics,Neurology,24
6508,Cardiology,Pediatrics,13
6509,Neurology,General,16
6510,Orthopedics,Cardiology,11
6511,Cardiology,Oncology,15
6512,Oncology,Neurology,13
6513,Orthopedics,Cardiology,33
6514,Oncology,Pediatrics,17
6515,General,General,4
6516,Pediatrics,Orthopedics,24
6517,Pediatrics,Pediatrics,29
6518,General,Oncology,4
6519,Orthopedics,General,15
6520,Neurology,General,23
6521,Neurology,General,16
6522,General,Oncology,18
6523,Neurology,Pediatrics,19
6524,Neurology,Pediatrics,24
6525,Orthopedics,General,1
6526,Orthopedics,Neurology,37
6527,General,Orthopedics,7
6528,Oncology,Pediatrics,38
6529,Cardiology,Orthopedics,25
6530,Orthopedics,Oncology,8
6531,General,Oncology,14
6532,Neurology,Orthopedics,39
6533,Cardiology,Orthopedics,22
6534,Cardiology,Oncology,34
6535,General,General,25
6536,General,Pediatrics,10
6537,Neurology,General,26
6538,Cardiology,Cardiology,26
6539,Cardiology,Neurology,22
6540,Neurology,Neurology,29
6541,General,Cardiology,3
6542,Pediatrics,Orthopedics,26
6543,Orthopedics,Cardiology,1
6544,Oncology,Pediatrics,21
6545,Neurology,Oncology,26
6546,Pediatrics,Cardiology,33
6547,General,Pediatrics,8
6548,Neurology,Cardiology,22
6549,Oncology,Pediatrics,32
6550,Orthopedics,Oncology,39
6551,Neurology,General,16
6552,Pediatrics,Oncology,24
6553,Pediatrics,General,25
6554,Neurology,Orthopedics,19
6555,Oncology,Cardiology,19
6556,General,Oncology,20
6557,Cardiology,Orthopedics,35
6558,Neurology,Cardiology,26
6559,Oncology,Neurology,9
6560,Neurology,Oncology,34
6561,General,Neurology,23
6562,Cardiology,Neurology,38
6563,Neurology,Neurology,21
6564,Neurology,Oncology,37
6565,Orthopedics,Pediatrics,26
6566,Neurology,Cardiology,22
6567,Pediatrics,Neurology,27
6568,General,Cardiology,1
6569,Orthopedics,Cardiology,25
6570,Cardiology,General,29
6571,General,Oncology,38
6572,Neurology,Orthopedics,1
6573,General,General,9
6574,Pediatrics,Neurology,18
6575,Cardiology,Cardiology,29
6576,Pediatrics,Orthopedics,12
6577,Orthopedics,General,19
6578,Orthopedics,Neurology,14
6579,Oncology,General,13
6580,Cardiology,Cardiology,16
6581,Oncology,General,5
6582,Orthopedics,Cardiology,32
6583,General,Orthopedics,1
6584,Pediatrics,Orthopedics,36
6585,Orthopedics,Neurology,17
6586,General,Orthopedics,32
6587,General,Neurology,3
6588,Pediatrics,Pediatrics,35
6589,Oncology,Oncology,18
6590,General,General,14
6591,General,Cardiology,4
6592,Cardiology,Oncology,37
6593,Oncology,Neurology,18
6594,Cardiology,Pediatrics,19
6595,Cardiology,Neurology,17
6596,Orthopedics,Pediatrics,5
6597,Orthopedics,Pediatrics,8
6598,Oncology,Orthopedics,27
6599,Neurology,Neurology,39
6600,Oncology,Orthopedics,38
6601,Cardiology,Neurology,1
6602,Oncology,Orthopedics,30
6603,General,General,10
6604,Neurology,Cardiology,8
6605,Neurology,Orthopedics,1
6606,Pediatrics,Cardiology,39
6607,Neurology,General,2
6608,Pediatrics,Cardiology,39
6609,Pediatrics,Oncology,30
6610,Neurology,Orthopedics,17
6611,Neurology,General,30
6612,Cardiology,Pediatrics,4
6613,Oncology,Orthopedics,18
6614,General,Oncology,1
6615,Cardiology,Oncology,19
6616,General,Pediatrics,1
6617,Neurology,Cardiology,32
6618,Neurology,General,18
6619,Pediatrics,Orthopedics,14
6620,Pediatrics,Pediatrics,31
6621,Cardiology,General,24
6622,General,Oncology,18
6623,Cardiology,General,23
6624,General,General,33
6625,Cardiology,Oncology,26
6626,Neurology,Cardiology,34
6627,Orthopedics,Pediatrics,31
6628,Pediatrics,Oncology,35
6629,Oncology,Pediatrics,13
6630,General,Orthopedics,5
6631,Cardiology,Oncology,2
6632,Orthopedics,Pediatrics,26
6633,Cardiology,Cardiology,2
6634,Oncology,Oncology,31
6635,Neurology,Neurology,14
6636,Oncology,Pediatrics,37
6637,Neurology,Pediatrics,9
6638,Neurology,Orthopedics,8
6639,Orthopedics,Orthopedics,32
6640,Pediatrics,Orthopedics,18
6641,Neurology,Neurology,32
6642,Neurology,Orthopedics,25
6643,General,Pediatrics,25
6644,Neurology,Neurology,39
6645,Pediatrics,Cardiology,21
6646,Pediatrics,General,12
6647,Orthopedics,Oncology,28
6648,Cardiology,Cardiology,22
6649,Cardiology,Cardiology,29
6650,Pediatrics,Pediatrics,36
6651,Cardiology,Orthopedics,13
6652,Oncology,Oncology,12
6653,Orthopedics,Oncology,13
6654,General,Oncology,17
6655,Cardiology,Orthopedics,23
6656,Oncology,Orthopedics,5
6657,Pediatrics,Oncology,27
6658,Neurology,Pediatrics,39
6659,Pediatrics,Oncology,37
6660,Cardiology,Orthopedics,39
6661,Orthopedics,Pediatrics,2
6662,General,Cardiology,35
6663,Pediatrics,Cardiology,14
6664,Oncology,Cardiology,34
6665,General,Orthopedics,36
6666,Pediatrics,Oncology,25
6667,Neurology,Pediatrics,20
6668,Orthopedics,Orthopedics,30
6669,Neurology,Cardiology,19
6670,Neurology,General,22
6671,Pediatrics,Oncology,37
6672,General,Orthopedics,37
6673,Pediatrics,Oncology,27
6674,General,Neurology,20
6675,Pediatrics,Oncology,28
6676,Oncology,Pediatrics,16
6677,Cardiology,Neurology,3
6678,Orthopedics,General,28
6679,Oncology,Neurology,21
6680,Orthopedics,General,12
6681,Oncology,Orthopedics,13
6682,Neurology,Pediatrics,15
6683,Orthopedics,Oncology,8
6684,Oncology,Cardiology,23
6685,Neurology,General,30
6686,General,Oncology,38
6687,Oncology,Neurology,23
6688,Cardiology,Pediatrics,14
6689,Oncology,Neurology,34
6690,Oncology,Orthopedics,1
6691,Orthopedics,Pediatrics,13
6692,Cardiology,Neurology,36
6693,Cardiology,Pediatrics,28
6694,Cardiology,Oncology,9
6695,Orthopedics,Pediatrics,29
6696,General,Neurology,27
6697,General,Neurology,8
6698,Neurology,Orthopedics,30
6699,Orthopedics,Neurology,8
6700,Neurology,Orthopedics,21
6701,Orthopedics,Oncology,20
6702,Neurology,Orthopedics,14
6703,Orthopedics,Orthopedics,22
6704,Orthopedics,Oncology,30
6705,Neurology,General,22
6706,Orthopedics,Pediatrics,33
6707,Neurology,Oncology,15
6708,Neurology,General,18
6709,Cardiology,General,38
6710,General,Oncology,10
6711,Pediatrics,Neurology,22
6712,Pediatrics,Cardiology,23
6713,Neurology,Cardiology,16
6714,Neurology,Cardiology,22
6715,Orthopedics,Oncology,37
6716,Cardiology,Pediatrics,17
6717,Orthopedics,Neurology,9
6718,General,Orthopedics,16
6719,Neurology,Oncology,24
6720,Neurology,Oncology,18
6721,General,Cardiology,18
6722,Oncology,Neurology,39
6723,Orthopedics,Oncology,34
6724,Pediatrics,Pediatrics,10
6725,Oncology,General,27
6726,Oncology,Neurology,11
6727,Pediatrics,Orthopedics,13
6728,General,Orthopedics,27
6729,General,Oncology,19
6730,Pediatrics,Neurology,7
6731,Oncology,Cardiology,29
6732,General,General,38
6733,Pediatrics,General,6
6734,General,Pediatrics,13
6735,Pediatrics,Orthopedics,1
6736,Neurology,Oncology,28
6737,General,Neurology,34
6738,Cardiology,Cardiology,27
6739,Pediatrics,Pediatrics,29
6740,Neurology,General,22
6741,General,Neurology,17
6742,General,Neurology,11
6743,Neurology,Neurology,28
6744,Pediatrics,Oncology,22
6745,Oncology,Oncology,22
6746,Neurology,Oncology,2
6747,General,Cardiology,22
6748,Orthopedics,Cardiology,26
6749,Pediatrics,Cardiology,13
6750,General,Orthopedics,39
6751,Orthopedics,General,22
6752,Pediatrics,General,8
6753,Orthopedics,General,21
6754,Orthopedics,Neurology,13
6755,Oncology,Neurology,7
6756,General,Pediatrics,34
6757,General,Pediatrics,3
6758,Oncology,Neurology,36
6759,Orthopedics,Oncology,26
6760,Pediatrics,Cardiology,33
6761,Pediatrics,Orthopedics,30
6762,Cardiology,Cardiology,24
6763,Orthopedics,Neurology,29
6764,Oncology,Neurology,24
6765,Orthopedics,Cardiology,11
6766,Pediatrics,Pediatrics,30
6767,Oncology,Orthopedics,26
6768,Orthopedics,Orthopedics,25
6769,Cardiology,General,4
6770,Cardiology,Orthopedics,29
6771,Neurology,Oncology,9
6772,Neurology,Neurology,15
6773,Oncology,Neurology,20
6774,Pediatrics,General,10
6775,Pediatrics,Pediatrics,26
6776,Neurology,Neurology,17
